# id	disposition	subject	core functions	expression
rt_hvma:102	divergent:Str( n ) decimals: a division that comes out even keeps its own decimals, not SET DECIMALS	STR	STR	Str( 4 / 2.0 )
rt_hvma:103	run-fn	STR	STR	Str( 1 * 0   )
rt_hvma:104	run-fn	STR	STR	Str( 2 * 4   )
rt_hvma:105	run-fn	STR	STR	Str( 4 * 2.0 )
rt_hvma:106	run-fn	STR	STR	Str( 2 * 0.5 )
rt_hvma:107	run-fn	STR	STR	Str( 1 + 0   )
rt_hvma:108	run-fn	STR	STR	Str( 2 + 4   )
rt_hvma:109	run-fn	STR	STR	Str( 4 + 2.0 )
rt_hvma:110	run-fn	STR	STR	Str( 2 + 0.5 )
rt_hvma:111	run-fn	STR	STR	Str( 1 - 0   )
rt_hvma:112	run-fn	STR	STR	Str( 2 - 4   )
rt_hvma:113	run-fn	STR	STR	Str( 4 - 2.0 )
rt_hvma:114	run-fn	STR	STR	Str( 2 - 0.5 )
rt_hvma:115	rte	STR	STR	Str( 1 % 0   )
rt_hvma:116	run-fn	STR	STR	Str( 2 % 4   )
rt_hvma:117	run-fn	STR	STR	Str( 4 % 2   )
rt_hvma:118	divergent:Str( n ) decimals: a division that comes out even keeps its own decimals, not SET DECIMALS	STR	STR	Str( 4 % 2.0 )
rt_hvma:119	divergent:Str( n ) decimals: a division that comes out even keeps its own decimals, not SET DECIMALS	STR	STR	Str( 2 % 4.0 )
rt_hvma:121	run-fn	STR	STR	Str(  3 %  3 )
rt_hvma:122	run-fn	STR	STR	Str(  3 %  2 )
rt_hvma:123	run-fn	STR	STR	Str(  3 %  1 )
rt_hvma:124	rte	STR	STR	Str(  3 %  0 )
rt_hvma:125	run-fn	STR	STR	Str(  3 % -1 )
rt_hvma:126	run-fn	STR	STR	Str(  3 % -2 )
rt_hvma:127	run-fn	STR	STR	Str(  3 % -3 )
rt_hvma:128	run-fn	STR	STR	Str( -3 %  3 )
rt_hvma:129	run-fn	STR	STR	Str( -3 %  2 )
rt_hvma:130	run-fn	STR	STR	Str( -3 %  1 )
rt_hvma:131	rte	STR	STR	Str( -3 %  0 )
rt_hvma:132	run-fn	STR	STR	Str( -3 % -1 )
rt_hvma:133	run-fn	STR	STR	Str( -3 % -2 )
rt_hvma:134	run-fn	STR	STR	Str( -3 % -3 )
rt_hvma:135	run-fn	STR	STR	Str(  3 %  3 )
rt_hvma:136	run-fn	STR	STR	Str(  2 %  3 )
rt_hvma:137	run-fn	STR	STR	Str(  1 %  3 )
rt_hvma:138	run-fn	STR	STR	Str(  0 %  3 )
rt_hvma:139	run-fn	STR	STR	Str( -1 %  3 )
rt_hvma:140	run-fn	STR	STR	Str( -2 %  3 )
rt_hvma:141	run-fn	STR	STR	Str( -3 %  3 )
rt_hvma:142	run-fn	STR	STR	Str(  3 % -3 )
rt_hvma:143	run-fn	STR	STR	Str(  2 % -3 )
rt_hvma:144	run-fn	STR	STR	Str(  1 % -3 )
rt_hvma:145	run-fn	STR	STR	Str(  0 % -3 )
rt_hvma:146	run-fn	STR	STR	Str( -1 % -3 )
rt_hvma:147	run-fn	STR	STR	Str( -2 % -3 )
rt_hvma:148	run-fn	STR	STR	Str( -3 % -3 )
rt_hvma:156	run-op			nA
rt_hvma:157	run-op			nB
rt_hvma:158	run-op			nC
rt_hvma:160	run-op			nA + nB
rt_hvma:161	run-op			nB - nA
rt_hvma:162	run-op			nB * nC
rt_hvma:163	run-op			nB * nC / 2
rt_hvma:164	run-op			nA += nB
rt_hvma:165	run-op			nA
rt_hvma:166	run-op			nA -= nB
rt_hvma:167	run-op			nA
rt_hvma:168	run-op			nA < nB
rt_hvma:169	run-op			nA > nB
rt_hvma:170	run-op			nA + nB <= nC
rt_hvma:171	run-op			nA + nB >= nC
rt_hvma:172	run-op			nA *= nB
rt_hvma:173	run-op			nA /= nB
rt_hvma:174	run-op			nA
rt_hvma:175	run-op			nB ^ 3
rt_hvma:176	run-op			nB ^ 3
rt_hvma:177	run-op			8 % 3
rt_hvma:178	run-op			nA++
rt_hvma:179	run-op			nA
rt_hvma:180	run-op			++nA
rt_hvma:181	run-op			nA
rt_hvma:182	run-op			nA--
rt_hvma:183	run-op			nA
rt_hvma:184	run-op			--nA
rt_hvma:185	run-op			nA
rt_hvma:201	run-op			1 + 2 * 3 / 4 - 2 ^ 2 ^ 3
rt_hvma:202	run-op			1 + 2 * 3 / 4 - 2 ^ 2 ^ 3 == 2
rt_hvma:206	run-fn	MONTH	MONTH	-Month( sdDate )
rt_hvma:207	run-fn	STR	MONTH,STR	Str( -( Month( sdDate ) ) )
rt_hvma:208	run-fn	STR	STR,VAL	Str( -( Val( "10" ) ) )
rt_hvma:209	run-fn	STR	STR,VAL	Str( -( Val( "100000" ) ) )
rt_hvma:210	run-fn	STR	STR,VAL	Str( -( Val( "20.876" ) ) )
rt_hvma:211	run-op			-( 0 )
rt_hvma:212	run-op			-( 10 )
rt_hvma:213	run-op			-( 10.505 )
rt_hvma:214	run-op			-( 100000 )
rt_hvma:215	run-op			-( -10 )
rt_hvma:216	rte			-( "1" )
rt_hvma:218	rte			"AA" $ 1
rt_hvma:219	rte			scString $ 1
rt_hvma:220	rte			1 $ "AA"
rt_hvma:222	run-op			!   scStringE $ "XE"
rt_hvma:223	run-op			! ( scStringE $ "XE" )
rt_hvma:224	run-op			scStringE $ "XE"
rt_hvma:225	run-op			!   "X" $ "XE"
rt_hvma:226	run-op			! ( "X" $ "XE" )
rt_hvma:227	run-op			"X" $ "XE"
rt_hvma:228	run-fn	CHR	CHR	"X" $ Chr( 0 ) + "X"
rt_hvma:229	run-fn	CHR	CHR	( "X" ) $ Chr( 0 ) + "X"
rt_hvma:230	run-fn	CHR	CHR	scString $ Chr( 0 ) + scString
rt_hvma:232	run-op			scStringE $ scStringE
rt_hvma:233	run-op			scStringE $ "bcde"
rt_hvma:238	run-op			"" $ ""
rt_hvma:239	run-op			"" $ "bcde"
rt_hvma:243	run-op			"" $ ""
rt_hvma:244	run-op			"" $ "bcde"
rt_hvma:246	run-op			"d" $ "bcde"
rt_hvma:247	run-op			"D" $ "BCDE"
rt_hvma:248	run-op			"a" $ "bcde"
rt_hvma:249	run-op			"d" $ "BCDE"
rt_hvma:250	run-op			"D" $ "bcde"
rt_hvma:251	run-op			"de" $ "bcde"
rt_hvma:252	run-op			"bd" $ "bcde"
rt_hvma:253	run-op			"BD" $ "bcde"
rt_hvma:261	rte			"1" .AND. "2"
rt_hvma:262	rte			1 .AND. 2
rt_hvma:263	rte			NIL .AND. NIL
rt_hvma:264	rte			scString .AND. scString
rt_hvma:265	run-op			.T. .AND. 1
rt_hvma:266	run-op			.T. .AND. 1.567
rt_hvma:267	run-op			.T. .AND. scString
rt_hvma:268	quarantine:a logical operator on a non-logical operand: C#'s && needs bool on both sides (CS0019); EasiPOS builds 0/0 with none	HB_STOD	HB_STOD	.T. .AND. hb_SToD( "" )
rt_hvma:269	run-op			.T. .AND. NIL
rt_hvma:270	run-op			.T. .AND. {}
rt_hvma:271	run-op			.T. .AND. {|| NIL }
rt_hvma:272	run-op			.F. .AND. 1
rt_hvma:273	run-op			.F. .AND. 1.567
rt_hvma:274	run-op			.F. .AND. scString
rt_hvma:275	quarantine:a logical operator on a non-logical operand: C#'s && needs bool on both sides (CS0019); EasiPOS builds 0/0 with none	HB_STOD	HB_STOD	.F. .AND. hb_SToD( "" )
rt_hvma:276	run-op			.F. .AND. NIL
rt_hvma:277	run-op			.F. .AND. {}
rt_hvma:278	run-op			.F. .AND. {|| NIL }
rt_hvma:279	run-op			"1" .AND. .F.
rt_hvma:280	run-op			1 .AND. .F.
rt_hvma:281	run-op			1.567 .AND. .F.
rt_hvma:282	run-op			scString .AND. .F.
rt_hvma:284	rte			"1" .OR. "2"
rt_hvma:285	rte			1 .OR. 2
rt_hvma:286	run-op			.F. .OR. 2
rt_hvma:287	run-op			.F. .OR. 1.678
rt_hvma:288	run-op			.F. .OR. scString
rt_hvma:289	run-op			.T. .OR. 2
rt_hvma:290	run-op			.T. .OR. 1.678
rt_hvma:291	run-op			.T. .OR. scString
rt_hvma:292	run-op			"1" .OR. .F.
rt_hvma:293	run-op			1 .OR. .F.
rt_hvma:294	run-op			1.0 .OR. .F.
rt_hvma:295	run-op			scString .OR. .F.
rt_hvma:301	rte			"1" .AND. "2"
rt_hvma:302	rte			1 .AND. 2
rt_hvma:303	rte			NIL .AND. NIL
rt_hvma:304	rte			scString .AND. scString
rt_hvma:305	rte			.T. .AND. 1
rt_hvma:306	rte			.T. .AND. 1.567
rt_hvma:307	rte			.T. .AND. scString
rt_hvma:308	rte	HB_STOD	HB_STOD	.T. .AND. hb_SToD( "" )
rt_hvma:309	rte			.T. .AND. NIL
rt_hvma:310	rte			.T. .AND. {}
rt_hvma:311	rte			.T. .AND. {|| NIL }
rt_hvma:312	rte			.F. .AND. 1
rt_hvma:313	rte			.F. .AND. 1.567
rt_hvma:314	rte			.F. .AND. scString
rt_hvma:315	rte	HB_STOD	HB_STOD	.F. .AND. hb_SToD( "" )
rt_hvma:316	rte			.F. .AND. NIL
rt_hvma:317	rte			.F. .AND. {}
rt_hvma:318	rte			.F. .AND. {|| NIL }
rt_hvma:319	rte			"1" .AND. .F.
rt_hvma:320	rte			1 .AND. .F.
rt_hvma:321	rte			1.567 .AND. .F.
rt_hvma:322	rte			scString .AND. .F.
rt_hvma:324	rte			"1" .OR. "2"
rt_hvma:325	rte			1 .OR. 2
rt_hvma:326	rte			.F. .OR. 2
rt_hvma:327	rte			.F. .OR. 1.678
rt_hvma:328	rte			.F. .OR. scString
rt_hvma:329	rte			.T. .OR. 2
rt_hvma:330	rte			.T. .OR. 1.678
rt_hvma:331	rte			.T. .OR. scString
rt_hvma:332	rte			"1" .OR. .F.
rt_hvma:333	rte			1 .OR. .F.
rt_hvma:334	rte			1.0 .OR. .F.
rt_hvma:335	rte			scString .OR. .F.
rt_hvma:341	run-op			! .T.
rt_hvma:342	run-op			! .F.
rt_hvma:343	rte			! 1
rt_hvma:350	run-op			iif( .T., ":T:", ":F:" )
rt_hvma:351	run-op			iif( .F., ":T:", ":F:" )
rt_hvma:353	rte			scString++
rt_hvma:354	rte			scString--
rt_hvma:356	rte			mxNotHere
rt_hvma:358	rte	__MVGET	__MVGET	__mvGet( "MXUNDECL" )
rt_hvma:360	statement:unsupported:memvar			mxNotHere := "MXUNDECL"
rt_hvma:361	rte			&mxNotHere.
rt_hvma:368	rte			saArray[ 1000 ]
rt_hvma:369	rte			saArray[ 1000 ] := 1
rt_hvma:380	rte			("NOTHERE")->NOFIELD
rt_hvma:381	rte			(mcString)->NOFIELD
rt_hvma:382	rte			({})->NOFIELD
rt_hvma:383	rte			({|| NIL })->NOFIELD
rt_hvma:384	rte			(.T.)->NOFIELD
rt_hvma:385	rte			(.F.)->NOFIELD
rt_hvma:386	rte			(NIL)->NOFIELD
rt_hvma:387	rte			(2)->NOFIELD
rt_hvma:388	rte			(2.5)->NOFIELD
rt_hvma:389	rte	HB_STOD	HB_STOD	(hb_SToD( "" ))->NOFIELD
rt_hvma:390	rte	ERRORNEW	ERRORNEW	(ErrorNew())->NOFIELD
rt_hvma:397	unsupported:alias	EOF	EOF	("NOTHERE")->( Eof() )
rt_hvma:401	unsupported:alias	EOF	EOF	(mcString)->( Eof() )
rt_hvma:402	unsupported:alias	EOF	EOF	({})->( Eof() )
rt_hvma:403	unsupported:alias	EOF	EOF	({|| NIL })->( Eof() )
rt_hvma:404	unsupported:alias	EOF	EOF	(.T.)->( Eof() )
rt_hvma:405	unsupported:alias	EOF	EOF	(.F.)->( Eof() )
rt_hvma:406	unsupported:alias	EOF	EOF	(NIL)->( Eof() )
rt_hvma:407	unsupported:alias	EOF	EOF	(2)->( Eof() )
rt_hvma:408	unsupported:alias	EOF	EOF	(2.5)->( Eof() )
rt_hvma:409	unsupported:alias	HB_STOD	EOF,HB_STOD	(hb_SToD( "" ))->( Eof() )
rt_hvma:410	unsupported:alias	ERRORNEW	EOF,ERRORNEW	(ErrorNew())->( Eof() )
rt_hvma:413	rte			NOTHERE->NOFIELD
rt_hvma:414	rte			NOTHERE->( "NOFIELD" )
rt_hvma:415	rte			NOTHERE->( mcString )
rt_hvma:416	rte			NOTHERE->( {} )
rt_hvma:417	rte			NOTHERE->( {|| NIL } )
rt_hvma:418	rte			NOTHERE->( .T. )
rt_hvma:419	rte			NOTHERE->( .F. )
rt_hvma:420	rte			NOTHERE->( NIL )
rt_hvma:421	rte			NOTHERE->( 1 )
rt_hvma:422	rte			NOTHERE->( 1.5 )
rt_hvma:423	rte	HB_STOD	HB_STOD	NOTHERE->( hb_SToD( "" ) )
rt_hvma:424	rte	ERRORNEW	ERRORNEW	NOTHERE->( ErrorNew() )
rt_hvma:426	rte			200->NOFIELD
rt_hvma:427	unsupported:alias			200->( "NOFIELD" )
rt_hvma:428	unsupported:alias			200->( mcString )
rt_hvma:429	unsupported:alias			200->( {} )
rt_hvma:430	unsupported:alias			200->( {|| NIL } )
rt_hvma:431	unsupported:alias			200->( .T. )
rt_hvma:432	unsupported:alias			200->( .F. )
rt_hvma:433	unsupported:alias			200->( NIL )
rt_hvma:434	unsupported:alias			200->( 1 )
rt_hvma:435	unsupported:alias			200->( 1.5 )
rt_hvma:436	unsupported:alias	HB_STOD	HB_STOD	200->( hb_SToD( "" ) )
rt_hvma:437	unsupported:alias	ERRORNEW	ERRORNEW	200->( ErrorNew() )
rt_hvma:439	rte			soObject:hello
rt_hvma:440	rte			soObject:hello := 1
rt_hvma:444	rte	LEN	LEN	Len( NIL )
rt_hvma:445	rte	LEN	LEN	Len( 123 )
rt_hvma:446	run-fn	LEN	LEN	Len( "" )
rt_hvma:447	run-fn	LEN	LEN	Len( "123" )
rt_hvma:448	run-fn	LEN	CHR,LEN	Len( "123" + Chr( 0 ) + "456 " )
rt_hvma:450	unsupported:alias	LEN	LEN	Len( w_TEST->TYPE_C )
rt_hvma:451	unsupported:alias	LEN	LEN	Len( w_TEST->TYPE_C_E )
rt_hvma:452	unsupported:alias	LEN	LEN	Len( w_TEST->TYPE_M )
rt_hvma:453	unsupported:alias	LEN	LEN	Len( w_TEST->TYPE_M_E )
rt_hvma:455	run-fn	LEN	LEN	Len( saArray )
rt_hvma:457	divergent:Len() of an object is its instance-variable count in Harbour; C# objects are not arrays	LEN	ERRORNEW,LEN	Len( ErrorNew() )
rt_hvma:458	run-fn	LEN	LEN,SPACE	Len( Space( 1000000 ) )
rt_hvma:467	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	EMPTY	EMPTY	Empty( @scString                        )
rt_hvma:468	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	EMPTY	EMPTY	Empty( @scStringE                       )
rt_hvma:469	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	EMPTY	EMPTY	Empty( @snIntP                          )
rt_hvma:470	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	EMPTY	EMPTY	Empty( @snIntZ                          )
rt_hvma:472	run-fn	EMPTY	EMPTY	Empty( "Hallo"                          )
rt_hvma:473	run-fn	EMPTY	EMPTY	Empty( ""                               )
rt_hvma:474	run-fn	EMPTY	EMPTY	Empty( "  "                             )
rt_hvma:475	run-fn	EMPTY	CHR,EMPTY	Empty( " " + Chr( 0 )                   )
rt_hvma:476	run-fn	EMPTY	CHR,EMPTY	Empty( " " + Chr( 13 ) + Chr( 9 )       )
rt_hvma:477	run-fn	EMPTY	EMPTY	Empty( "  A"                            )
rt_hvma:478	run-fn	EMPTY	EMPTY	Empty( " x "                            )
rt_hvma:479	run-fn	EMPTY	CHR,EMPTY	Empty( " x" + Chr( 0 )                  )
rt_hvma:480	run-fn	EMPTY	CHR,EMPTY	Empty( " " + Chr( 13 ) + "x" + Chr( 9 ) )
rt_hvma:482	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_C                   )
rt_hvma:483	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_C_E                 )
rt_hvma:484	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_D                   )
rt_hvma:485	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_D_E                 )
rt_hvma:486	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_M                   )
rt_hvma:487	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_M_E                 )
rt_hvma:488	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_N_I                 )
rt_hvma:489	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_N_IE                )
rt_hvma:490	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_N_D                 )
rt_hvma:491	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_N_DE                )
rt_hvma:492	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_L                   )
rt_hvma:493	unsupported:alias	EMPTY	EMPTY	Empty( w_TEST->TYPE_L_E                 )
rt_hvma:495	run-fn	EMPTY	EMPTY	Empty( 0                                )
rt_hvma:496	run-fn	EMPTY	EMPTY	Empty( -0                               )
rt_hvma:497	run-fn	EMPTY	EMPTY	Empty( 0.0                              )
rt_hvma:498	run-fn	EMPTY	EMPTY	Empty( 70000-70000                      )
rt_hvma:499	run-fn	EMPTY	EMPTY	Empty( 1.5 * 1.5 - 2.25                 )
rt_hvma:500	run-fn	EMPTY	EMPTY	Empty( 10                               )
rt_hvma:501	run-fn	EMPTY	EMPTY	Empty( 10.0                             )
rt_hvma:502	run-fn	EMPTY	EMPTY	Empty( 70000+70000                      )
rt_hvma:503	run-fn	EMPTY	EMPTY	Empty( 1.5 * 1.5 * 2.25                 )
rt_hvma:504	run-fn	EMPTY	EMPTY,HB_STOD	Empty( hb_SToD( "18241010" )            )
rt_hvma:505	run-fn	EMPTY	EMPTY,HB_STOD	Empty( hb_SToD( "18250231" )            )
rt_hvma:506	run-fn	EMPTY	EMPTY,HB_STOD	Empty( hb_SToD( "99999999" )            )
rt_hvma:507	run-fn	EMPTY	EMPTY,HB_STOD	Empty( hb_SToD( "        " )            )
rt_hvma:508	run-fn	EMPTY	EMPTY,HB_STOD	Empty( hb_SToD( "" )                    )
rt_hvma:509	run-fn	EMPTY	EMPTY	Empty( .T.                              )
rt_hvma:510	run-fn	EMPTY	EMPTY	Empty( .F.                              )
rt_hvma:511	run-fn	EMPTY	EMPTY	Empty( NIL                              )
rt_hvma:512	run-fn	EMPTY	EMPTY	Empty( { 1 }                            )
rt_hvma:513	run-fn	EMPTY	EMPTY	Empty( {}                               )
rt_hvma:514	run-fn	EMPTY	EMPTY	Empty( { 0 }                            )
rt_hvma:515	run-fn	EMPTY	EMPTY	Empty( {| x | x + x }                   )
rt_hvma:516	run-fn	EMPTY	EMPTY,ERRORNEW	Empty( ErrorNew()                       )
rt_hvma:520	run-op			RTSTR( 50000000 )
rt_hvma:521	run-op			RTSTR( 99999999 )
rt_hvma:522	run-op			RTSTR( 100000000 )
rt_hvma:523	run-op			RTSTR( 500000000 )
rt_hvma:524	run-op			RTSTR( 999999999 )
rt_hvma:525	run-op			RTSTR( 999999999.99 )
rt_hvma:526	run-op			RTSTR( 1000000000 )
rt_hvma:527	run-op			RTSTR( 1000000000.0 )
rt_hvma:528	run-op			RTSTR( 1000000000.00 )
rt_hvma:529	run-op			RTSTR( 1000000000.99 )
rt_hvma:530	run-op			RTSTR( 4000000000 )
rt_hvma:531	run-op			RTSTR( 00005 )
rt_hvma:532	run-op			RTSTR( 00005.5 )
rt_hvma:533	run-op			RTSTR( 5000000000 )
rt_hvma:534	run-op			RTSTR( 50000000000 )
rt_hvma:535	run-op			RTSTR( 500000000000 )
rt_hvma:536	run-op			RTSTR( 500000000000.0 )
rt_hvma:537	run-op			RTSTR( 5000000000000 )
rt_hvma:538	run-op			RTSTR( 50000000000000 )
rt_hvma:539	run-op			RTSTR( 500000000000000 )
rt_hvma:540	run-op			RTSTR( 00000000000005 )
rt_hvma:541	run-op			RTSTR( 00000500000000000000 )
rt_hvma:542	run-op			RTSTR( 0500000000000000 )
rt_hvma:543	run-op			RTSTR( 0500000000000000.5 )
rt_hvma:544	run-op			RTSTR( 5000000000000000 )
rt_hvma:545	run-op			RTSTR( 50000000000000000 )
rt_hvma:546	run-op			RTSTR( 500000000000000000 )
rt_hvma:547	run-op			RTSTR( 5000000000000000000 )
rt_hvma:548	run-op			RTSTR( 50000000000000000000 )
rt_hvma:549	run-op			RTSTR( 500000000000000000000 )
rt_hvma:550	run-op			RTSTR( 5000000000000000000000 )
rt_hvma:551	run-op			RTSTR( 50000000000000000000000 )
rt_hvma:552	run-op			RTSTR( 500000000000000000000000 )
rt_hvma:553	run-op			RTSTR( 5000000000000000000000000 )
rt_hvma:554	run-op			RTSTR( 5000000000000000000000000.0 )
rt_hvma:555	run-op			RTSTR( -50000000 )
rt_hvma:556	run-op			RTSTR( -50000000.0 )
rt_hvma:557	run-op			RTSTR( -500000000 )
rt_hvma:558	run-op			RTSTR( -999999999 )
rt_hvma:559	run-op			RTSTR( -1000000000 )
rt_hvma:560	run-op			RTSTR( -1000000000.0 )
rt_hvma:561	run-op			RTSTR( -4000000000 )
rt_hvma:562	run-op			RTSTR( -5000000000 )
rt_hvma:563	run-op			RTSTR( -50000000000 )
rt_hvma:564	run-op			RTSTR( -500000000000 )
rt_hvma:565	run-op			RTSTR( -500000000000.0 )
rt_hvma:566	run-op			RTSTR( -5000000000000 )
rt_hvma:567	run-op			RTSTR( -50000000000000 )
rt_hvma:568	run-op			RTSTR( -500000000000000 )
rt_hvma:569	run-op			RTSTR( -5000000000000000 )
rt_hvma:570	run-op			RTSTR( -50000000000000000 )
rt_hvma:571	run-op			RTSTR( -500000000000000000 )
rt_hvma:572	run-op			RTSTR( -5000000000000000000 )
rt_hvma:573	run-op			RTSTR( -50000000000000000000 )
rt_hvma:574	run-op			RTSTR( -500000000000000000000 )
rt_hvma:575	run-op			RTSTR( -5000000000000000000000 )
rt_hvma:576	run-op			RTSTR( -50000000000000000000000 )
rt_hvma:577	run-op			RTSTR( -500000000000000000000000 )
rt_hvma:578	run-op			RTSTR( -5000000000000000000000000 )
rt_hvma:580	run-op			( nA := 50000000                      , RTSTR( -nA ) )
rt_hvma:581	run-op			( nA := 50000000.0                    , RTSTR( -nA ) )
rt_hvma:582	run-op			( nA := 99999999                      , RTSTR( -nA ) )
rt_hvma:583	run-op			( nA := 99999999.9                    , RTSTR( -nA ) )
rt_hvma:584	run-op			( nA := 100000000                     , RTSTR( -nA ) )
rt_hvma:585	run-op			( nA := 100000000.0                   , RTSTR( -nA ) )
rt_hvma:586	run-op			( nA := 500000000                     , RTSTR( -nA ) )
rt_hvma:587	run-op			( nA := 999999999                     , RTSTR( -nA ) )
rt_hvma:588	run-op			( nA := 999999999.99                  , RTSTR( -nA ) )
rt_hvma:589	run-op			( nA := 1000000000                    , RTSTR( -nA ) )
rt_hvma:590	run-op			( nA := 1000000000.0                  , RTSTR( -nA ) )
rt_hvma:591	run-op			( nA := 1000000000.00                 , RTSTR( -nA ) )
rt_hvma:592	run-op			( nA := 1000000000.99                 , RTSTR( -nA ) )
rt_hvma:593	run-op			( nA := 4000000000                    , RTSTR( -nA ) )
rt_hvma:594	run-op			( nA := 5000000000                    , RTSTR( -nA ) )
rt_hvma:595	run-op			( nA := 50000000000                   , RTSTR( -nA ) )
rt_hvma:596	run-op			( nA := 500000000000                  , RTSTR( -nA ) )
rt_hvma:597	run-op			( nA := 5000000000000                 , RTSTR( -nA ) )
rt_hvma:598	run-op			( nA := 50000000000000                , RTSTR( -nA ) )
rt_hvma:599	run-op			( nA := 500000000000000               , RTSTR( -nA ) )
rt_hvma:600	run-op			( nA := 5000000000000000              , RTSTR( -nA ) )
rt_hvma:601	run-op			( nA := 50000000000000000             , RTSTR( -nA ) )
rt_hvma:602	run-op			( nA := 500000000000000000            , RTSTR( -nA ) )
rt_hvma:603	run-op			( nA := 5000000000000000000           , RTSTR( -nA ) )
rt_hvma:604	run-op			( nA := 50000000000000000000          , RTSTR( -nA ) )
rt_hvma:605	run-op			( nA := 500000000000000000000         , RTSTR( -nA ) )
rt_hvma:606	run-op			( nA := 5000000000000000000000        , RTSTR( -nA ) )
rt_hvma:607	run-op			( nA := 50000000000000000000000       , RTSTR( -nA ) )
rt_hvma:608	run-op			( nA := 500000000000000000000000      , RTSTR( -nA ) )
rt_hvma:609	run-op			( nA := 5000000000000000000000000     , RTSTR( -nA ) )
rt_hvma:610	run-op			( nA := 5000000000000000000000000.0   , RTSTR( -nA ) )
rt_hvma:611	run-op			( nA := -50000000                     , RTSTR( -nA ) )
rt_hvma:612	run-op			( nA := -50000000.0                   , RTSTR( -nA ) )
rt_hvma:613	run-op			( nA := -500000000                    , RTSTR( -nA ) )
rt_hvma:614	run-op			( nA := -999999999                    , RTSTR( -nA ) )
rt_hvma:615	run-op			( nA := -1000000000                   , RTSTR( -nA ) )
rt_hvma:616	run-op			( nA := -4000000000                   , RTSTR( -nA ) )
rt_hvma:617	run-op			( nA := -5000000000                   , RTSTR( -nA ) )
rt_hvma:618	run-op			( nA := -50000000000                  , RTSTR( -nA ) )
rt_hvma:619	run-op			( nA := -500000000000                 , RTSTR( -nA ) )
rt_hvma:620	run-op			( nA := -5000000000000                , RTSTR( -nA ) )
rt_hvma:621	run-op			( nA := -50000000000000               , RTSTR( -nA ) )
rt_hvma:622	run-op			( nA := -500000000000000              , RTSTR( -nA ) )
rt_hvma:623	run-op			( nA := -5000000000000000             , RTSTR( -nA ) )
rt_hvma:624	run-op			( nA := -50000000000000000            , RTSTR( -nA ) )
rt_hvma:625	run-op			( nA := -500000000000000000           , RTSTR( -nA ) )
rt_hvma:626	run-op			( nA := -5000000000000000000          , RTSTR( -nA ) )
rt_hvma:627	run-op			( nA := -50000000000000000000         , RTSTR( -nA ) )
rt_hvma:628	run-op			( nA := -500000000000000000000        , RTSTR( -nA ) )
rt_hvma:629	run-op			( nA := -5000000000000000000000       , RTSTR( -nA ) )
rt_hvma:630	run-op			( nA := -50000000000000000000000      , RTSTR( -nA ) )
rt_hvma:631	run-op			( nA := -500000000000000000000000     , RTSTR( -nA ) )
rt_hvma:632	run-op			( nA := -5000000000000000000000000    , RTSTR( -nA ) )
rt_math:61	rte	LOG	LOG	Log( "A" )
rt_math:62	out-of-scope	STR	LOG,STR	Str( Log( -1 ) )
rt_math:64	out-of-scope	STR	LOG,STR	Str( Log( 1 ) )
rt_math:65	out-of-scope	STR	LOG,STR	Str( Log( 12 ) )
rt_math:66	out-of-scope	STR	LOG,STR	Str( Log( snIntP ) )
rt_math:68	out-of-scope	STR	LOG,STR	Str( Log( @snIntP ) )
rt_math:73	rte	SQRT	SQRT	Sqrt( "A" )
rt_math:74	run-fn	SQRT	SQRT	Sqrt( -1 )
rt_math:75	run-fn	SQRT	SQRT	Sqrt( 0 )
rt_math:76	run-fn	SQRT	SQRT	Sqrt( 4 )
rt_math:77	run-fn	STR	SQRT,STR	Str( Sqrt( snIntP ) )
rt_math:79	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	STR	SQRT,STR	Str( Sqrt( @snIntP ) )
rt_math:81	run-fn	STR	SQRT,STR	Str( Sqrt( 4 ), 21, 18 )
rt_math:82	run-fn	STR	SQRT,STR	Str( Sqrt( 3 ), 21, 18 )
rt_math:86	rte	ABS	ABS	Abs( "A" )
rt_math:87	run-fn	ABS	ABS	Abs( 0 )
rt_math:88	run-fn	ABS	ABS	Abs( 10 )
rt_math:89	run-fn	ABS	ABS	Abs( -10 )
